TIMESTAMP,solar_TIMESTAMP,ARG_MAZ_Npu_Jt_1,ARG_MAZ_Npu_Jt_2,ARG_MAZ_Npu_Jt_3,ARG_MAZ_Npu_Jt_4,ARG_MAZ_Npu_Jt_5
2009-11-26T23:00:44Z,2009-11-26T18:22:35Z,,,,,
2009-11-27T00:00:44Z,2009-11-26T19:22:35Z,,,,,
2009-11-27T01:00:45Z,2009-11-26T20:22:36Z,,,,,
2009-11-27T02:00:45Z,2009-11-26T21:22:36Z,,,,,
2009-11-27T03:00:46Z,2009-11-26T22:22:37Z,,,,,
2009-11-27T04:00:46Z,2009-11-26T23:22:37Z,,,,,
2009-11-27T05:00:47Z,2009-11-27T00:22:17Z,,,,,
2009-11-27T06:00:47Z,2009-11-27T01:22:17Z,,,,,
2009-11-27T07:00:48Z,2009-11-27T02:22:18Z,,,,,
2009-11-27T08:00:48Z,2009-11-27T03:22:18Z,,,,,
2009-11-27T09:00:49Z,2009-11-27T04:22:19Z,,,,,
2009-11-27T10:00:49Z,2009-11-27T05:22:19Z,,,,,
2009-11-27T11:00:49Z,2009-11-27T06:22:19Z,,,,,
2009-11-27T12:00:50Z,2009-11-27T07:22:20Z,,,,,
2009-11-27T13:00:50Z,2009-11-27T08:22:20Z,,,,,
2009-11-27T14:00:51Z,2009-11-27T09:22:21Z,,,,,
2009-11-27T15:00:51Z,2009-11-27T10:22:21Z,,,,,
2009-11-27T16:00:52Z,2009-11-27T11:22:22Z,,,,,
2009-11-27T17:00:52Z,2009-11-27T12:22:22Z,,,,,
2009-11-27T18:00:53Z,2009-11-27T13:22:23Z,,,,,
2009-11-27T19:00:53Z,2009-11-27T14:22:23Z,,,,,
2009-11-27T20:00:54Z,2009-11-27T15:22:24Z,,,,,
2009-11-27T21:00:54Z,2009-11-27T16:22:24Z,,,,,
2009-11-27T22:00:55Z,2009-11-27T17:22:25Z,,,,,
2009-11-27T23:00:55Z,2009-11-27T18:22:25Z,,,,,
2009-11-28T00:00:56Z,2009-11-27T19:22:26Z,,,,,
2009-11-28T01:00:56Z,2009-11-27T20:22:26Z,,,,,
2009-11-28T02:00:57Z,2009-11-27T21:22:27Z,,,,,
2009-11-28T03:00:57Z,2009-11-27T22:22:27Z,,,,,
2009-11-28T04:00:00Z,2009-11-27T23:21:30Z,,,,,
2009-11-28T05:00:00Z,2009-11-28T00:21:09Z,,,,,
2009-11-28T06:00:00Z,2009-11-28T01:21:09Z,,,,,
2009-11-28T07:00:00Z,2009-11-28T02:21:09Z,,,,,
2009-11-28T08:00:00Z,2009-11-28T03:21:09Z,,,,,
2009-11-28T09:00:00Z,2009-11-28T04:21:09Z,,,,,
2009-11-28T10:00:00Z,2009-11-28T05:21:09Z,,,,,
2009-11-28T11:00:00Z,2009-11-28T06:21:09Z,,,,,
2009-11-28T12:00:00Z,2009-11-28T07:21:09Z,,,,,
2009-11-28T13:00:00Z,2009-11-28T08:21:09Z,,,,,
2009-11-28T14:00:00Z,2009-11-28T09:21:09Z,,,,,
2009-11-28T15:00:00Z,2009-11-28T10:21:09Z,,,,,
2009-11-28T16:00:00Z,2009-11-28T11:21:09Z,,,,,
2009-11-28T17:00:00Z,2009-11-28T12:21:09Z,,,,,
2009-11-28T18:00:00Z,2009-11-28T13:21:09Z,,,,,
2009-11-28T19:00:00Z,2009-11-28T14:21:09Z,,,,,
2009-11-28T20:00:00Z,2009-11-28T15:21:09Z,,,,,
2009-11-28T21:00:00Z,2009-11-28T16:21:09Z,,,,,
2009-11-28T22:00:00Z,2009-11-28T17:21:09Z,,,,,
2009-11-28T23:00:00Z,2009-11-28T18:21:09Z,,,,,
2009-11-29T00:00:00Z,2009-11-28T19:21:09Z,,,,,
2009-11-29T01:00:00Z,2009-11-28T20:21:09Z,,,,,
2009-11-29T02:00:00Z,2009-11-28T21:21:09Z,,,,,
2009-11-29T03:00:00Z,2009-11-28T22:21:09Z,,,,,
2009-11-29T04:00:00Z,2009-11-28T23:21:09Z,,,,,
2009-11-29T05:00:00Z,2009-11-29T00:20:46Z,,,,,
2009-11-29T06:00:00Z,2009-11-29T01:20:46Z,,,,,
2009-11-29T07:00:00Z,2009-11-29T02:20:46Z,,,,,
2009-11-29T08:00:00Z,2009-11-29T03:20:46Z,,,,,
2009-11-29T09:00:00Z,2009-11-29T04:20:46Z,,,,,
2009-11-29T10:00:00Z,2009-11-29T05:20:46Z,,,,,
2009-11-29T11:00:00Z,2009-11-29T06:20:46Z,,,,,
2009-11-29T12:00:00Z,2009-11-29T07:20:46Z,,,,,
2009-11-29T13:00:00Z,2009-11-29T08:20:46Z,,,,,
2009-11-29T14:00:00Z,2009-11-29T09:20:46Z,,,,,
2009-11-29T15:00:00Z,2009-11-29T10:20:46Z,,,,,
2009-11-29T16:00:00Z,2009-11-29T11:20:46Z,,,,,
2009-11-29T17:00:00Z,2009-11-29T12:20:46Z,,,,,
2009-11-29T18:00:00Z,2009-11-29T13:20:46Z,,,,,
2009-11-29T19:00:00Z,2009-11-29T14:20:46Z,,,,,
2009-11-29T20:00:00Z,2009-11-29T15:20:46Z,,,,,
2009-11-29T21:00:00Z,2009-11-29T16:20:46Z,,,,,
2009-11-29T22:00:00Z,2009-11-29T17:20:46Z,,,,,
2009-11-29T23:00:00Z,2009-11-29T18:20:46Z,,,,,
2009-11-30T00:00:00Z,2009-11-29T19:20:46Z,,,,,
2009-11-30T01:00:00Z,2009-11-29T20:20:46Z,,,,,
