TIMESTAMP,solar_TIMESTAMP,CHN_YIN_ST2_DRO_Peu_Js_1,CHN_YIN_ST2_DRO_Peu_Js_2
2012-05-28T03:19:59Z,2012-05-28T09:02:34Z,,
2012-05-28T03:29:59Z,2012-05-28T09:12:34Z,,
2012-05-28T03:39:59Z,2012-05-28T09:22:34Z,,
2012-05-28T03:50:00Z,2012-05-28T09:32:35Z,,
2012-05-28T04:00:00Z,2012-05-28T09:42:35Z,,
2012-05-28T04:10:00Z,2012-05-28T09:52:35Z,,
2012-05-28T04:20:00Z,2012-05-28T10:02:35Z,,
2012-05-28T04:30:00Z,2012-05-28T10:12:35Z,,
2012-05-28T04:40:00Z,2012-05-28T10:22:35Z,,
2012-05-28T04:49:59Z,2012-05-28T10:32:34Z,,
2012-05-28T04:59:59Z,2012-05-28T10:42:34Z,,
2012-05-28T05:09:59Z,2012-05-28T10:52:34Z,,
2012-05-28T05:20:00Z,2012-05-28T11:02:35Z,,
2012-05-28T05:30:00Z,2012-05-28T11:12:35Z,,
2012-05-28T05:40:00Z,2012-05-28T11:22:35Z,,
2012-05-28T05:50:00Z,2012-05-28T11:32:35Z,,
2012-05-28T06:00:00Z,2012-05-28T11:42:35Z,,
2012-05-28T06:10:00Z,2012-05-28T11:52:35Z,,
2012-05-28T06:19:59Z,2012-05-28T12:02:34Z,,
2012-05-28T06:29:59Z,2012-05-28T12:12:34Z,,
2012-05-28T06:39:59Z,2012-05-28T12:22:34Z,,
2012-05-28T06:50:00Z,2012-05-28T12:32:35Z,,
2012-05-28T07:00:00Z,2012-05-28T12:42:35Z,,
2012-05-28T07:10:00Z,2012-05-28T12:52:35Z,,
2012-05-28T07:20:00Z,2012-05-28T13:02:35Z,,
2012-05-28T07:30:00Z,2012-05-28T13:12:35Z,,
2012-05-28T07:40:00Z,2012-05-28T13:22:35Z,,
2012-05-28T07:49:59Z,2012-05-28T13:32:34Z,,
2012-05-28T07:59:59Z,2012-05-28T13:42:34Z,,
2012-05-28T08:09:59Z,2012-05-28T13:52:34Z,,
2012-05-28T08:20:00Z,2012-05-28T14:02:35Z,,
2012-05-28T08:30:00Z,2012-05-28T14:12:35Z,,
2012-05-28T08:40:00Z,2012-05-28T14:22:35Z,,
2012-05-28T08:50:00Z,2012-05-28T14:32:35Z,,
2012-05-28T09:00:00Z,2012-05-28T14:42:35Z,,
2012-05-28T09:10:00Z,2012-05-28T14:52:35Z,,
2012-05-28T09:19:59Z,2012-05-28T15:02:34Z,,
2012-05-28T09:29:59Z,2012-05-28T15:12:34Z,,
2012-05-28T09:39:59Z,2012-05-28T15:22:34Z,,
2012-05-28T09:50:00Z,2012-05-28T15:32:35Z,,
2012-05-28T10:00:00Z,2012-05-28T15:42:35Z,,
2012-05-28T10:10:00Z,2012-05-28T15:52:35Z,,
2012-05-28T10:20:00Z,2012-05-28T16:02:35Z,,
2012-05-28T10:30:00Z,2012-05-28T16:12:35Z,,
2012-05-28T10:40:00Z,2012-05-28T16:22:35Z,,
2012-05-28T10:49:59Z,2012-05-28T16:32:34Z,,
2012-05-28T10:59:59Z,2012-05-28T16:42:34Z,,
2012-05-28T11:09:59Z,2012-05-28T16:52:34Z,,
2012-05-28T11:20:00Z,2012-05-28T17:02:35Z,,
2012-05-28T11:30:00Z,2012-05-28T17:12:35Z,,
2012-05-28T11:40:00Z,2012-05-28T17:22:35Z,,
2012-05-28T11:50:00Z,2012-05-28T17:32:35Z,,
2012-05-28T12:00:00Z,2012-05-28T17:42:35Z,,
2012-05-28T12:10:00Z,2012-05-28T17:52:35Z,,
2012-05-28T12:19:59Z,2012-05-28T18:02:34Z,,
2012-05-28T12:29:59Z,2012-05-28T18:12:34Z,,
2012-05-28T12:39:59Z,2012-05-28T18:22:34Z,,
2012-05-28T12:50:00Z,2012-05-28T18:32:35Z,,
2012-05-28T13:00:00Z,2012-05-28T18:42:35Z,,
2012-05-28T13:10:00Z,2012-05-28T18:52:35Z,,
2012-05-28T13:20:00Z,2012-05-28T19:02:35Z,,
2012-05-28T13:30:00Z,2012-05-28T19:12:35Z,,
2012-05-28T13:40:00Z,2012-05-28T19:22:35Z,,
2012-05-28T13:49:59Z,2012-05-28T19:32:34Z,,
2012-05-28T13:59:59Z,2012-05-28T19:42:34Z,,
