TIMESTAMP,solar_TIMESTAMP,ta,rh,sw_in,ppfd_in,vpd,ext_rad
2015-05-07T17:30:00Z,2015-05-07T20:48:07Z,18.87,94.88,0,0,0.11177292809864019,0
2015-05-07T18:00:00Z,2015-05-07T21:18:07Z,18.64,95.83,0,0,0.08973405706538305,0
2015-05-07T18:30:00Z,2015-05-07T21:48:07Z,18.47,96.47,0,0,0.07515752437989534,0
2015-05-07T19:00:00Z,2015-05-07T22:18:07Z,17.9,96.85,0,0,0.06470837950575327,0
2015-05-07T19:30:00Z,2015-05-07T22:48:07Z,17.35,97.51,0,0,0.04940606441141781,0
2015-05-07T20:00:00Z,2015-05-07T23:18:07Z,16.9,97.86,0,0,0.041268278458791004,0
2015-05-07T20:30:00Z,2015-05-07T23:48:07Z,16.27,97.8,0,0,0.040758750400450745,0
2015-05-07T21:00:00Z,2015-05-08T00:18:09Z,15.63,97.86,0,0,0.038057600779190515,0
2015-05-07T21:30:00Z,2015-05-08T00:48:09Z,15.11,98.07,0,0,0.03319549774917881,0
2015-05-07T22:00:00Z,2015-05-08T01:18:09Z,14.76,98.2,0,0,0.03026890907271659,0
2015-05-07T22:30:00Z,2015-05-08T01:48:09Z,14.57,98.37,0,0,0.027075819973318843,0
2015-05-07T23:00:00Z,2015-05-08T02:18:09Z,14.59,98.43,0,0,0.02611290135994026,0
2015-05-07T23:30:00Z,2015-05-08T02:48:09Z,14.76,98.47,0,0,0.025728572711809044,0
2015-05-08T00:00:00Z,2015-05-08T03:18:09Z,14.78,98.47,0,0,0.025761805686404068,0
2015-05-08T00:30:00Z,2015-05-08T03:48:09Z,14.8,98.5,0,0,0.025289290429131736,0
2015-05-08T01:00:00Z,2015-05-08T04:18:09Z,14.52,98.51,0,0,0.024670402252131546,0
2015-05-08T01:30:00Z,2015-05-08T04:48:09Z,14.45,98.49,0,0,0.02488858976554388,0
2015-05-08T02:00:00Z,2015-05-08T05:18:09Z,14.41,98.54,0,0,0.02400224793611425,0
2015-05-08T02:30:00Z,2015-05-08T05:48:09Z,14.2,98.55,0,0,0.023515740088411726,0
2015-05-08T03:00:00Z,2015-05-08T06:18:09Z,13.83,98.39,0.12,0.25367999999999996,0.02549072098623206,0
2015-05-08T03:30:00Z,2015-05-08T06:48:09Z,13.63,98.41,19.24,40.673359999999995,0.024848499845747753,143.08051412380837
2015-05-08T04:00:00Z,2015-05-08T07:18:09Z,13.96,98.37,98.21,207.61593999999997,0.026026366206330222,295.05469221649025
2015-05-08T04:30:00Z,2015-05-08T07:48:09Z,14.76,98.54,101.89,215.39545999999999,0.024551448470092233,439.79342502240956
2015-05-08T05:00:00Z,2015-05-08T08:18:09Z,15.9,98.46,316.7,669.5038,0.027864829840261774,574.8199954463761
2015-05-08T05:30:00Z,2015-05-08T08:48:09Z,17.73,98.71,323.66,684.2172400000001,0.026217362445576424,697.8238792683895
2015-05-08T06:00:00Z,2015-05-08T09:18:09Z,19.02,93,339.3,717.2802,0.1542523159998895,806.7002818692893
2015-05-08T06:30:00Z,2015-05-08T09:48:09Z,20.38,82.65,444.45,939.5672999999999,0.415995283355674,899.586154535118
2015-05-08T07:00:00Z,2015-05-08T10:18:09Z,20.86,78.57,446.27,943.41478,0.5292427486862025,974.8920740478978
2015-05-08T07:30:00Z,2015-05-08T10:48:09Z,21.08,77.85,290.56,614.24384,0.5544687601199085,1031.3294400568077
2015-05-08T08:00:00Z,2015-05-08T11:18:09Z,21.63,75.5,513.94,1086.46916,0.6343103150191707,1067.9325248455211
2015-05-08T08:30:00Z,2015-05-08T11:48:09Z,21.75,74.55,472.64,999.1609599999999,0.6637547291911498,1084.0749981959543
2015-05-08T09:00:00Z,2015-05-08T12:18:09Z,22.2,73.75,419.98,887.83772,0.7036605004260386,1079.4806445895106
2015-05-08T09:30:00Z,2015-05-08T12:48:09Z,22.24,75.1,470.12,993.83368,0.6690987410638748,1054.2280893659802
2015-05-08T10:00:00Z,2015-05-08T13:18:09Z,20.62,83.18,309.65,654.6000999999999,0.4093010670188506,1008.7494529768383
2015-05-08T10:30:00Z,2015-05-08T13:48:09Z,20.8,81.29,273.57,578.3269799999999,0.4603664860192254,943.8229563700585
2015-05-08T11:00:00Z,2015-05-08T14:18:09Z,20.85,82.32,271.27,573.4647799999999,0.4363630006990193,860.5596040492447
2015-05-08T11:30:00Z,2015-05-08T14:48:09Z,19.73,87.15,196.9,416.2466,0.2959524770237944,760.3841726900746
2015-05-08T12:00:00Z,2015-05-08T15:18:09Z,19.68,88.49,132.32,279.72447999999997,0.26426924110346994,645.0108306381239
2015-05-08T12:30:00Z,2015-05-08T15:48:09Z,18.93,94.19,92.37,195.27018,0.12731224385242584,516.4138054846801
2015-05-08T13:00:00Z,2015-05-08T16:18:09Z,18.5,95.59,92.36,195.24903999999998,0.0940703396577008,376.79360165293997
2015-05-08T13:30:00Z,2015-05-08T16:48:09Z,18.27,96.03,42.2,89.2108,0.08347201516726391,228.53934607161253
2015-05-08T14:00:00Z,2015-05-08T17:18:09Z,18.24,97.78,36.06,76.23084,0.046589228205676944,74.18790626616797
2015-05-08T14:30:00Z,2015-05-08T17:48:09Z,18.2,97.73,4.77,10.083779999999999,0.04751903687234567,0
2015-05-08T15:00:00Z,2015-05-08T18:18:09Z,18.04,97.85,0,0,0.04455676956341557,0
2015-05-08T15:30:00Z,2015-05-08T18:48:09Z,17.69,96.54,0,0,0.07014233124796553,0
2015-05-08T16:00:00Z,2015-05-08T19:18:09Z,17.3,97.29,0,0,0.05360150962030982,0
2015-05-08T16:30:00Z,2015-05-08T19:48:09Z,16.92,98.11,0,0,0.036493496300673965,0
2015-05-08T17:00:00Z,2015-05-08T20:18:09Z,16.64,98.2,0,0,0.03414309702083254,0
2015-05-08T17:30:00Z,2015-05-08T20:48:09Z,16.47,98.38,0,0,0.030398200795323797,0
2015-05-08T18:00:00Z,2015-05-08T21:18:09Z,16.27,98.39,0,0,0.02982799461123893,0
2015-05-08T18:30:00Z,2015-05-08T21:48:09Z,16.07,98.42,0,0,0.028900924478006813,0
2015-05-08T19:00:00Z,2015-05-08T22:18:09Z,16.01,98.49,0,0,0.02751482833712998,0
2015-05-08T19:30:00Z,2015-05-08T22:48:09Z,15.75,98.52,0,0,0.026523342798852146,0
2015-05-08T20:00:00Z,2015-05-08T23:18:09Z,15.57,98.55,0,0,0.02568768557234494,0
2015-05-08T20:30:00Z,2015-05-08T23:48:09Z,15.52,98.58,0,0,0.025075666788828294,0
2015-05-08T21:00:00Z,2015-05-09T00:18:11Z,15.58,98.58,0,0,0.025172353245057344,0
2015-05-08T21:30:00Z,2015-05-09T00:48:11Z,15.83,98.64,0,0,0.02449794248622459,0
2015-05-08T22:00:00Z,2015-05-09T01:18:11Z,16.08,98.63,0,0,0.02507567326409139,0
2015-05-08T22:30:00Z,2015-05-09T01:48:11Z,16.46,98.64,0,0,0.02550323359308236,0
2015-05-08T23:00:00Z,2015-05-09T02:18:11Z,16.64,98.63,0,0,0.025986690510300385,0
2015-05-08T23:30:00Z,2015-05-09T02:48:11Z,16.6,98.6,0,0,0.02648827713917722,0
2015-05-09T00:00:00Z,2015-05-09T03:18:11Z,16.66,98.64,0,0,0.02582983005748774,0
2015-05-09T00:30:00Z,2015-05-09T03:48:11Z,16.74,98.58,0,0,0.02710684909860298,0
2015-05-09T01:00:00Z,2015-05-09T04:18:11Z,16.88,98.42,0,0,0.030430457925149177,0
2015-05-09T01:30:00Z,2015-05-09T04:48:11Z,16.9,98.42,0,0,0.03046910278733178,0
2015-05-09T02:00:00Z,2015-05-09T05:18:11Z,16.9,98.51,0,0,0.028733520982989865,0
2015-05-09T02:30:00Z,2015-05-09T05:48:11Z,16.93,98.54,0,0,0.028208632783984337,0
2015-05-09T03:00:00Z,2015-05-09T06:18:11Z,16.98,98.61,0,0,0.026941465379619365,0
2015-05-09T03:30:00Z,2015-05-09T06:48:11Z,17,98.69,4.88,10.31632,0.025423096652946005,141.1168251508661
2015-05-09T04:00:00Z,2015-05-09T07:18:11Z,17.15,98.67,41.23,87.16022,0.026057727896366085,292.7793210788082
2015-05-09T04:30:00Z,2015-05-09T07:48:11Z,17.59,98.87,93.39,197.42646,0.022763709866104372,437.21305695901003
2015-05-09T05:00:00Z,2015-05-09T08:18:11Z,17.78,98.68,91.49,193.40985999999998,0.02691173627410419,571.9465672668362
2015-05-09T05:30:00Z,2015-05-09T08:48:11Z,18.28,97.44,221.29,467.80706,0.053859576014806024,694.6743729098868
2015-05-09T06:00:00Z,2015-05-09T09:18:11Z,18.7,94.75,236.69,500.36265999999995,0.11339943400614445,803.296431102794
2015-05-09T06:30:00Z,2015-05-09T09:48:11Z,19.04,94.05,300.24,634.70736,0.1312781717539577,895.9540698859441
2015-05-09T07:00:00Z,2015-05-09T10:18:11Z,19.57,91.43,279.63,591.1378199999999,0.1954274745007143,971.0617924032244
2015-05-09T07:30:00Z,2015-05-09T10:48:11Z,19.43,94.75,461.19,974.95566,0.11868199519645738,1027.3344067286841
2015-05-09T08:00:00Z,2015-05-09T11:18:11Z,19.89,90.97,307.76,650.6046399999999,0.2100463900757869,1063.8090170196353
2015-05-09T08:30:00Z,2015-05-09T11:48:11Z,19.96,92.13,270.25,571.3085,0.18385926488690268,1079.8614997048924
2015-05-09T09:00:00Z,2015-05-09T12:18:11Z,19.88,93.57,334.61,707.36554,0.14947525908728979,1075.2171827853372
2015-05-09T09:30:00Z,2015-05-09T12:48:11Z,19.74,95.12,485.53,1026.41042,0.1124626004517738,1049.9555455182388
2015-05-09T10:00:00Z,2015-05-09T13:18:11Z,20.18,91.19,494.37,1045.09818,0.20864065522416633,1004.5088580761403
2015-05-09T10:30:00Z,2015-05-09T13:48:11Z,20.69,86.9,539.74,1141.01036,0.3201553191312672,939.6547844667443
2015-05-09T11:00:00Z,2015-05-09T14:18:11Z,21.08,84.99,413.23,873.56822,0.3757370694988635,856.5030752972922
2015-05-09T11:30:00Z,2015-05-09T14:48:11Z,21.51,81.17,459.34,971.0447599999999,0.4839481883775348,756.4765780972292
2015-05-09T12:00:00Z,2015-05-09T15:18:11Z,21.91,79.44,226.73,479.30722,0.5414817781016609,641.2868901475158
2015-05-09T12:30:00Z,2015-05-09T15:48:11Z,21.35,84.6,139.44,294.77616,0.3919359416013648,512.9050704375941
2015-05-09T13:00:00Z,2015-05-09T16:18:11Z,20.19,92.15,154.69,327.01466,0.18602066027769282,373.52791191593013
2015-05-09T13:30:00Z,2015-05-09T16:48:11Z,19.97,92.67,43.96,92.93144,0.1713498474054279,225.5403511684961
2015-05-09T14:00:00Z,2015-05-09T17:18:11Z,19.22,95.58,26.35,55.7039,0.09862138128489953,71.47465875179986
2015-05-09T14:30:00Z,2015-05-09T17:48:11Z,18.61,96.67,5.89,12.451459999999999,0.07152370848073643,0
2015-05-09T15:00:00Z,2015-05-09T18:18:11Z,18.05,97.7,0,0,0.04769536132104942,0
2015-05-09T15:30:00Z,2015-05-09T18:48:11Z,17.96,98.47,0,0,0.031548689289669356,0
2015-05-09T16:00:00Z,2015-05-09T19:18:11Z,18.03,98.63,0,0,0.02837414024831438,0
2015-05-09T16:30:00Z,2015-05-09T19:48:11Z,18.07,98.68,0,0,0.02740743009203662,0
2015-05-09T17:00:00Z,2015-05-09T20:18:11Z,18.05,98.68,0,0,0.02737298997555852,0
2015-05-09T17:30:00Z,2015-05-09T20:48:11Z,18,98.67,0,0,0.027493775208129553,0
2015-05-09T18:00:00Z,2015-05-09T21:18:11Z,18,98.69,0,0,0.027080334979435922,0
2015-05-09T18:30:00Z,2015-05-09T21:48:11Z,18.01,98.72,0,0,0.026476822481222226,0
2015-05-09T19:00:00Z,2015-05-09T22:18:11Z,18.02,98.68,0,0,0.027321400712539516,0
2015-05-09T19:30:00Z,2015-05-09T22:48:11Z,17.98,98.74,0,0,0.026013985975755972,0
2015-05-09T20:00:00Z,2015-05-09T23:18:11Z,18.01,98.69,0,0,0.027097373008125803,0
2015-05-09T20:30:00Z,2015-05-09T23:48:11Z,17.98,98.73,0,0,0.02622044618191251,0
2015-05-09T21:00:00Z,2015-05-10T00:18:12Z,17.94,98.81,0,0,0.024507008320280157,0
2015-05-09T21:30:00Z,2015-05-10T00:48:12Z,17.92,98.77,0,0,0.025298909896501555,0
2015-05-09T22:00:00Z,2015-05-10T01:18:12Z,17.89,98.69,0,0,0.02689353366204466,0
2015-05-09T22:30:00Z,2015-05-10T01:48:12Z,17.84,98.73,0,0,0.025990401600869937,0
2015-05-09T23:00:00Z,2015-05-10T02:18:12Z,17.82,98.8,0,0,0.024526944108003906,0
2015-05-09T23:30:00Z,2015-05-10T02:48:12Z,17.82,98.8,0,0,0.024526944108003906,0
2015-05-10T00:00:00Z,2015-05-10T03:18:12Z,17.82,98.77,0,0,0.025140117710704166,0
2015-05-10T00:30:00Z,2015-05-10T03:48:12Z,17.74,98.78,0,0,0.024810348333983486,0
2015-05-10T01:00:00Z,2015-05-10T04:18:12Z,17.61,98.73,0,0,0.02561629954515151,0
2015-05-10T01:30:00Z,2015-05-10T04:48:12Z,17.49,98.73,0,0,0.025422990962853817,0
2015-05-10T02:00:00Z,2015-05-10T05:18:12Z,17.49,98.78,0,0,0.024422085806836056,0
2015-05-10T02:30:00Z,2015-05-10T05:48:12Z,17.49,98.73,0,0,0.025422990962853817,0
2015-05-10T03:00:00Z,2015-05-10T06:18:12Z,17.5,98.8,0.02,0.04228,0.02403689873458028,0
2015-05-10T03:30:00Z,2015-05-10T06:48:12Z,17.52,98.77,9.02,19.068279999999998,0.024668955703180732,139.05906524547962
2015-05-10T04:00:00Z,2015-05-10T07:18:12Z,17.67,98.89,49.36,104.34703999999999,0.022473946890476774,290.41696436734037
2015-05-10T04:30:00Z,2015-05-10T07:48:12Z,17.98,98.23,146.58,309.87012,0.03654345648975215,434.554942413768
2015-05-10T05:00:00Z,2015-05-10T08:18:12Z,18.28,95.82,185.41,391.95673999999997,0.08794258896167535,569.006627290269
2015-05-10T05:30:00Z,2015-05-10T08:48:12Z,18.7,93.98,163.68,346.01952,0.13003135099371213,691.4713927414874
2015-05-10T06:00:00Z,2015-05-10T09:18:12Z,19.14,92.26,214.17,452.75537999999995,0.17184018639494616,799.8537246666913
2015-05-10T06:30:00Z,2015-05-10T09:48:12Z,19.61,88.83,319.4,675.2115999999999,0.25535066564116204,892.2990776723315
2015-05-10T07:00:00Z,2015-05-10T10:18:12Z,20.11,86.11,366.53,774.8444199999999,0.32752557432987167,967.2256083188176
2015-05-10T07:30:00Z,2015-05-10T10:48:12Z,20.88,83.17,557.43,1178.4070199999999,0.4161510274741816,1023.3512420742732
2015-05-10T08:00:00Z,2015-05-10T11:18:12Z,21.5,79.72,565.75,1195.9955,0.5208956959465556,1059.7156108345566
2015-05-10T08:30:00Z,2015-05-10T11:48:12Z,22.33,76.84,341.78,722.5229199999999,0.6257580807393921,1075.6964856410252
2015-05-10T09:00:00Z,2015-05-10T12:18:12Z,22.4,76.66,375.97,794.80058,0.6333101140004689,1071.0204234208518
2015-05-10T09:30:00Z,2015-05-10T12:48:12Z,22.09,80.31,169.38,358.06931999999995,0.524289461606855,1045.767445580821
2015-05-10T10:00:00Z,2015-05-10T13:18:12Z,22.32,80.41,301.19,636.71566,0.5289788567901961,1000.3696684073135
2015-05-10T10:30:00Z,2015-05-10T13:48:12Z,22.81,77.12,278.97,589.74258,0.6364633355424224,935.6039087172037
2015-05-10T11:00:00Z,2015-05-10T14:18:12Z,22.6,79.5,311.93,659.42002,0.56304474873791,852.578391294531
2015-05-10T11:30:00Z,2015-05-10T14:48:12Z,22.78,79.99,294.3,622.1502,0.5556166509609837,752.7137855729223
2015-05-10T12:00:00Z,2015-05-10T15:18:12Z,23.04,78.53,201.21,425.35794,0.6056111785486412,637.7188960564587
2015-05-10T12:30:00Z,2015-05-10T15:48:12Z,22.6,80.89,268.75,568.1374999999999,0.5248675682137299,509.5614224516599
2015-05-10T13:00:00Z,2015-05-10T16:18:12Z,21.89,85.45,239.4,506.09159999999997,0.3827312355461849,370.4342898451573
2015-05-10T13:30:00Z,2015-05-10T16:48:12Z,21.31,87.17,102.43,216.53702,0.32572916784698935,222.71812506280565
2015-05-10T14:00:00Z,2015-05-10T17:18:12Z,20.74,91.43,85.59,180.93726,0.21009085444884038,68.94052128739216
2015-05-10T14:30:00Z,2015-05-10T17:48:12Z,20.23,92.72,6.58,13.91012,0.17294048566114514,0
2015-05-10T15:00:00Z,2015-05-10T18:18:12Z,19.93,94.53,0,0,0.12755312563218005,0
2015-05-10T15:30:00Z,2015-05-10T18:48:12Z,19.67,95.68,0,0,0.09912551701521681,0
2015-05-10T16:00:00Z,2015-05-10T19:18:12Z,19.54,95.95,0,0,0.09218289227234341,0
2015-05-10T16:30:00Z,2015-05-10T19:48:12Z,19.5,96.64,0,0,0.07628777796544117,0
2015-05-10T17:00:00Z,2015-05-10T20:18:12Z,19.58,96.71,0,0,0.07507070310876084,0
2015-05-10T17:30:00Z,2015-05-10T20:48:12Z,19.52,97.06,0,0,0.06683483349458204,0
2015-05-10T18:00:00Z,2015-05-10T21:18:12Z,19.37,97.48,0,0,0.056755128931010146,0
2015-05-10T18:30:00Z,2015-05-10T21:48:12Z,19.29,97.61,0,0,0.05355992978037602,0
2015-05-10T19:00:00Z,2015-05-10T22:18:12Z,19.2,97.58,0,0,0.05392908433609266,0
2015-05-10T19:30:00Z,2015-05-10T22:48:12Z,18.99,97.82,0,0,0.04794873294292858,0
2015-05-10T20:00:00Z,2015-05-10T23:18:12Z,18.83,98.21,0,0,0.03897932858263383,0
2015-05-10T20:30:00Z,2015-05-10T23:48:12Z,18.85,98.45,0,0,0.03379525566436478,0
2015-05-10T21:00:00Z,2015-05-11T00:18:13Z,18.76,98.51,0,0,0.032304826536184154,0
2015-05-10T21:30:00Z,2015-05-11T00:48:13Z,18.33,98.21,0,0,0.03777796321877519,0
2015-05-10T22:00:00Z,2015-05-11T01:18:13Z,17.62,97.92,0,0,0.041980732427472245,0
2015-05-10T22:30:00Z,2015-05-11T01:48:13Z,17.41,98.38,0,0,0.03226584376321495,0
2015-05-10T23:00:00Z,2015-05-11T02:18:13Z,17.43,98.5,0,0,0.029913561937957082,0
2015-05-10T23:30:00Z,2015-05-11T02:48:13Z,17.47,98.5,0,0,0.02998924860806197,0
2015-05-11T00:00:00Z,2015-05-11T03:18:13Z,17.38,98.55,0,0,0.02882521551434666,0
2015-05-11T00:30:00Z,2015-05-11T03:48:13Z,17.25,98.61,0,0,0.02740619867186757,0
2015-05-11T01:00:00Z,2015-05-11T04:18:13Z,17.07,98.59,0,0,0.02748546967502222,0
2015-05-11T01:30:00Z,2015-05-11T04:48:13Z,16.87,98.65,0,0,0.025984211786408487,0
2015-05-11T02:00:00Z,2015-05-11T05:18:13Z,16.93,98.67,0,0,0.02569690520732825,0
2015-05-11T02:30:00Z,2015-05-11T05:48:13Z,16.87,98.68,0,0,0.02540678485782148,0
2015-05-11T03:00:00Z,2015-05-11T06:18:13Z,16.69,98.61,0.09,0.19025999999999998,0.026449996914912437,0
2015-05-11T03:30:00Z,2015-05-11T06:48:13Z,16.27,98.72,8.97,18.96258,0.023714182051171383,136.9942343309661
2015-05-11T04:00:00Z,2015-05-11T07:18:13Z,16.11,98.74,44.76,94.62263999999999,0.02310652349634306,288.0515784697199
2015-05-11T04:30:00Z,2015-05-11T07:48:13Z,16.08,98.81,103.58,218.96811999999997,0.0217810592585903,431.898563897546
2015-05-11T05:00:00Z,2015-05-11T08:18:13Z,16.57,98.8,196.49,415.37986,0.02266095155935831,566.07383032529
2015-05-11T05:30:00Z,2015-05-11T08:48:13Z,17.26,98.86,306.35,647.6239,0.0224912525524458,688.2815117293845
2015-05-11T06:00:00Z,2015-05-11T09:18:13Z,18.08,98.58,561.32,1186.63048,0.029502290432596064,796.4305206942196
2015-05-11T06:30:00Z,2015-05-11T09:48:13Z,19.52,93.12,246.68,521.4815199999999,0.1564026035519471,888.6703287453404
2015-05-11T07:00:00Z,2015-05-11T10:18:13Z,20.47,87.96,336.08,710.4731199999999,0.29028682041524734,963.4226304431256
2015-05-11T07:30:00Z,2015-05-11T10:48:13Z,21.2,84.92,653.15,1380.7590999999998,0.38027920626328365,1019.4083494398593
2015-05-11T08:00:00Z,2015-05-11T11:18:13Z,22.13,79.27,977.01,2065.39914,0.5533279682108407,1055.6695244079847
2015-05-11T08:30:00Z,2015-05-11T11:48:13Z,23.28,74.7,627.94,1327.46516,0.7240659359730011,1071.585700358406
2015-05-11T09:00:00Z,2015-05-11T12:18:13Z,24.01,71.22,471.25,996.2225,0.8606489301651921,1066.884544885967
2015-05-11T09:30:00Z,2015-05-11T12:48:13Z,23.67,71.19,374.76,792.2426399999999,0.8441244143845863,1041.6465076971226
2015-05-11T10:00:00Z,2015-05-11T13:18:13Z,23.22,75.72,595.61,1259.11954,0.6923623432484292,996.30344369991235
2015-05-11T10:30:00Z,2015-05-11T13:48:13Z,22.82,77.97,444.76,940.22264,0.6131897624698297,931.6312232255376
2015-05-11T11:00:00Z,2015-05-11T14:18:13Z,24.42,69.32,251.33,531.31162,0.9402821827997923,848.7364558367401
2015-05-11T11:30:00Z,2015-05-11T14:48:13Z,24.24,71.03,253.12,535.09568,0.8783592416136172,749.0375548995283
2015-05-11T12:00:00Z,2015-05-11T15:18:13Z,23.1,76.27,492.31,1040.74334,0.6717916740657455,634.2404669298439
2015-05-11T12:30:00Z,2015-05-11T15:48:13Z,22.5,81.03,384.21,812.21994,0.5178699005593058,506.3094810155717
2015-05-11T13:00:00Z,2015-05-11T16:18:13Z,22.7,81.3,86.89,183.68545999999998,0.5167307635793627,367.43361779929046
2015-05-11T13:30:00Z,2015-05-11T16:48:13Z,22,85.79,153.59,324.68926,0.37630326718320994,219.98917314297648
2015-05-11T14:00:00Z,2015-05-11T17:18:13Z,21.14,89.75,61.84,130.72976,0.25752923369526826,66.49905739189134
2015-05-11T14:30:00Z,2015-05-11T17:48:13Z,20.53,92.11,5.48,11.58472,0.190934682738873,0
2015-05-11T15:00:00Z,2015-05-11T18:18:13Z,19.93,94.59,0,0,0.1261540054241487,0
2015-05-11T15:30:00Z,2015-05-11T18:48:13Z,19.83,94.94,0,0,0.117263510672155,0
2015-05-11T16:00:00Z,2015-05-11T19:18:13Z,19.58,95.16,0,0,0.11043835958857204,0
2015-05-11T16:30:00Z,2015-05-11T19:48:13Z,19.17,95.88,0,0,0.09164167945752065,0
2015-05-11T17:00:00Z,2015-05-11T20:18:13Z,18.6,96.8,0,0,0.068688480148442893,0
2015-05-11T17:30:00Z,2015-05-11T20:48:13Z,17.94,97.05,0,0,0.06075266768472818,0
2015-05-11T18:00:00Z,2015-05-11T21:18:13Z,17.43,97.85,0,0,0.04287610544440526,0
