TIMESTAMP,solar_TIMESTAMP,AUT_PAT_FOR_Pce_Js_1,AUT_PAT_FOR_Pce_Js_2,AUT_PAT_FOR_Pce_Js_3
2007-10-04T16:30:00Z,2007-10-04T17:28:29Z,5792.425203043612,1386.0156266594263,1867.243673104299
2007-10-04T17:00:00Z,2007-10-04T17:58:29Z,4250.142452203742,1120.321594791801,1445.906477103159
2007-10-04T17:30:00Z,2007-10-04T18:28:29Z,2813.892704008536,797.8462922629786,1063.3662802587266
2007-10-04T18:00:00Z,2007-10-04T18:58:29Z,1772.2149217211597,579.9565303014429,719.9333846800799
2007-10-04T18:30:00Z,2007-10-04T19:28:29Z,1204.9765051941267,404.18725996680746,495.82735774430637
2007-10-04T19:00:00Z,2007-10-04T19:58:29Z,826.2322725450499,303.4666540931449,367.61844548356794
2007-10-04T19:30:00Z,2007-10-04T20:28:29Z,597.2159744368589,265.29391306147164,295.47629745004156
2007-10-04T20:00:00Z,2007-10-04T20:58:29Z,455.82469029913767,192.8775045995904,249.5418763904874
2007-10-04T20:30:00Z,2007-10-04T21:28:29Z,388.78968188132114,142.3331647702167,205.46989610819512
2007-10-04T21:00:00Z,2007-10-04T21:58:29Z,293.21194864663386,142.3331647702167,184.17953318101684
2007-10-04T21:30:00Z,2007-10-04T22:28:29Z,293.21194864663386,95.50508330190286,163.41792211188266
2007-10-04T22:00:00Z,2007-10-04T22:58:29Z,262.77820357592736,66.71401282414418,143.21441874492697
2007-10-04T22:30:00Z,2007-10-04T23:28:29Z,233.1108528125081,53.17932947540824,123.60451482702743
2007-10-04T23:00:00Z,2007-10-04T23:58:29Z,149.902155155581,53.05699374647893,142.89041230902774
2007-10-04T23:30:00Z,2007-10-05T00:28:45Z,98.5802838667617,53.05699374647893,123.32538657671014
2007-10-05T00:00:00Z,2007-10-05T00:58:45Z,98.5802838667617,53.05699374647893,123.32538657671014
2007-10-05T00:30:00Z,2007-10-05T01:28:45Z,98.5802838667617,28.16125389199951,104.39611806795928
2007-10-05T01:00:00Z,2007-10-05T01:58:45Z,98.5802838667617,28.16125389199951,86.15779908341791
2007-10-05T01:30:00Z,2007-10-05T02:28:45Z,74.71880622227782,28.16125389199951,68.68248716068057
2007-10-05T02:00:00Z,2007-10-05T02:58:45Z,98.5802838667617,17.05646441442313,52.06850389525413
2007-10-05T02:30:00Z,2007-10-05T03:28:45Z,52.308051067011746,17.05646441442313,36.458819253199366
2007-10-05T03:00:00Z,2007-10-05T03:58:45Z,13.46216715173403,17.05646441442313,22.083256266142634
2007-10-05T03:30:00Z,2007-10-05T04:28:45Z,13.46216715173403,0,9.386978023491018
2007-10-05T04:00:00Z,2007-10-05T04:58:45Z,13.46216715173403,7.249837950156381,9.386978023491018
2007-10-05T04:30:00Z,2007-10-05T05:28:45Z,0,17.05646441442313,9.386978023491018
2007-10-05T05:00:00Z,2007-10-05T05:58:45Z,13.46216715173403,7.249837950156381,9.386978023491018
2007-10-05T05:30:00Z,2007-10-05T06:28:45Z,31.676741684728963,7.249837950156381,22.083256266142634
2007-10-05T06:00:00Z,2007-10-05T06:58:45Z,13.46216715173403,7.249837950156381,22.083256266142634
2007-10-05T06:30:00Z,2007-10-05T07:28:45Z,0,28.16125389199951,22.083256266142634
2007-10-05T07:00:00Z,2007-10-05T07:58:45Z,13.46216715173403,0,9.386978023491018
2007-10-05T07:30:00Z,2007-10-05T08:28:45Z,0,17.05646441442313,9.386978023491018
2007-10-05T08:00:00Z,2007-10-05T08:58:45Z,74.71880622227782,17.05646441442313,9.386978023491018
2007-10-05T08:30:00Z,2007-10-05T09:28:45Z,177.11945499232417,7.249837950156381,0
2007-10-05T09:00:00Z,2007-10-05T09:58:45Z,294.67098773808294,17.05646441442313,9.386978023491018
2007-10-05T09:30:00Z,2007-10-05T10:28:45Z,674.7868192153618,80.65449236809451,52.06850389525413
2007-10-05T10:00:00Z,2007-10-05T10:58:45Z,1166.9424194415485,142.00202327290117,123.32538657671014
2007-10-05T10:30:00Z,2007-10-05T11:28:45Z,1987.523862627116,322.25154150082636,248.9720801141908
2007-10-05T11:00:00Z,2007-10-05T11:58:45Z,3011.6694476603125,466.9326941028544,468.33452702554195
2007-10-05T11:30:00Z,2007-10-05T12:28:45Z,3519.960533371997,696.7250105505585,689.0752664601255
2007-10-05T12:00:00Z,2007-10-05T12:58:45Z,4203.750887447878,872.8903127379957,995.5851530773122
2007-10-05T12:30:00Z,2007-10-05T13:28:45Z,4791.382805333538,1006.2705671578685,1229.4449362170794
2007-10-05T13:00:00Z,2007-10-05T13:58:45Z,4944.156074565577,1006.2705671578685,1370.1013090410604
2007-10-05T13:30:00Z,2007-10-05T14:28:45Z,4203.750887447878,952.1667044033329,1229.4449362170794
2007-10-05T14:00:00Z,2007-10-05T14:58:45Z,3454.5754209981683,770.706860926927,995.5851530773122
2007-10-05T14:30:00Z,2007-10-05T15:28:45Z,2889.8074874274616,601.6658053898693,807.7196234543051
2007-10-05T15:00:00Z,2007-10-05T15:58:45Z,2479.3285457658717,466.9326941028544,718.2327293431769
2007-10-05T15:30:00Z,2007-10-05T16:28:45Z,2479.3285457658717,382.5448194955027,689.0752664601255
2007-10-05T16:00:00Z,2007-10-05T16:58:45Z,2479.3285457658717,342.0554031872369,689.0752664601255
2007-10-05T16:30:00Z,2007-10-05T17:28:45Z,2310.9411138405717,342.0554031872369,660.2577253267142
2007-10-05T17:00:00Z,2007-10-05T17:58:45Z,1987.523862627116,302.74841479473434,575.8748981105296
2007-10-05T17:30:00Z,2007-10-05T18:28:45Z,1583.7415461272935,264.6684254912536,468.33452702554195
2007-10-05T18:00:00Z,2007-10-05T18:58:45Z,1123.1060002502145,209.9743795243899,366.7711788564317
