TIMESTAMP,solar_TIMESTAMP,ta,ppfd_in,ws,precip,sw_in,ext_rad
2008-04-23T16:00:00Z,2008-04-23T23:54:49Z,18.47,1.2,0,0,0.5676,0
2008-04-23T17:00:00Z,2008-04-24T00:54:58Z,18.28,1.2,0,0,0.5676,0
2008-04-23T18:00:00Z,2008-04-24T01:54:58Z,18.47,1.2,0,0,0.5676,0
2008-04-23T19:00:00Z,2008-04-24T02:54:58Z,17.9,1.2,0,0,0.5676,0
2008-04-23T20:00:00Z,2008-04-24T03:54:58Z,17.33,1.2,0,0,0.5676,0
2008-04-23T21:00:00Z,2008-04-24T04:54:58Z,16.76,1.2,0,0,0.5676,0
2008-04-23T22:00:00Z,2008-04-24T05:54:58Z,16.95,53.7,0,0,25.4001,0
2008-04-23T23:00:00Z,2008-04-24T06:54:58Z,18.66,372.45,0,0,176.16885,180.57067915634576
2008-04-24T00:00:00Z,2008-04-24T07:54:58Z,23.05,906.2,0.375,0,428.6326,475.01335089005454
2008-04-24T01:00:00Z,2008-04-24T08:54:58Z,25.95,1152.45,0.65,0,545.10885,729.0655192669827
2008-04-24T02:00:00Z,2008-04-24T09:54:58Z,28.505,1701.2,1.02,0,804.6676,925.4097622933516
2008-04-24T03:00:00Z,2008-04-24T10:54:58Z,29.5,1647.45,1.3,0,779.24385,1050.6623329690412
2008-04-24T04:00:00Z,2008-04-24T11:54:58Z,30.715,1453.7,1.3,0,687.6001,1096.2854544234435
2008-04-24T05:00:00Z,2008-04-24T12:54:58Z,30.31,1427.45,1.39,0,675.18385,1059.1692883713158
2008-04-24T06:00:00Z,2008-04-24T13:54:58Z,30.105,644.95,0.835,0,305.06135,941.8439079488937
2008-04-24T07:00:00Z,2008-04-24T14:54:58Z,29.7,406.2,0.56,0,192.1326,752.3068267811071
2008-04-24T08:00:00Z,2008-04-24T15:54:58Z,28.705,171.2,0.28,0,80.9776,503.477841688934
2008-04-24T09:00:00Z,2008-04-24T16:54:58Z,26.34,14.95,0,0,7.071349999999999,212.31835047356407
2008-04-24T10:00:00Z,2008-04-24T17:54:58Z,24.205,1.2,0,0,0.5676,0
2008-04-24T11:00:00Z,2008-04-24T18:54:58Z,23.24,1.2,0,0,0.5676,0
2008-04-24T12:00:00Z,2008-04-24T19:54:58Z,23.05,1.2,0,0,0.5676,0
2008-04-24T13:00:00Z,2008-04-24T20:54:58Z,22.48,1.2,0,0,0.5676,0
2008-04-24T14:00:00Z,2008-04-24T21:54:58Z,22.48,1.2,0.095,0,0.5676,0
2008-04-24T15:00:00Z,2008-04-24T22:54:58Z,22.285,1.2,0,0,0.5676,0
2008-04-24T16:00:00Z,2008-04-24T23:54:58Z,21.71,1.2,0,0,0.5676,0
2008-04-24T17:00:00Z,2008-04-25T00:55:07Z,21.14,1.2,0.095,0,0.5676,0
2008-04-24T18:00:00Z,2008-04-25T01:55:07Z,20.76,1.2,0,0,0.5676,0
2008-04-24T19:00:00Z,2008-04-25T02:55:07Z,20.38,1.2,0.095,0,0.5676,0
2008-04-24T20:00:00Z,2008-04-25T03:55:07Z,19.23,1.2,0,0,0.5676,0
2008-04-24T21:00:00Z,2008-04-25T04:55:07Z,18.66,1.2,0,0,0.5676,0
2008-04-24T22:00:00Z,2008-04-25T05:55:07Z,19.04,49.95,0,0,23.62635,0
2008-04-24T23:00:00Z,2008-04-25T06:55:07Z,21.91,329.95,0,0,156.06635,178.8616858851771
2008-04-25T00:00:00Z,2008-04-25T07:55:07Z,27.32,878.7,1.115,0,415.6251,472.58515311439874
2008-04-25T01:00:00Z,2008-04-25T08:55:07Z,29.5,1106.2,1.48,0,523.2326,725.8928929094377
2008-04-25T02:00:00Z,2008-04-25T09:55:07Z,29.9,914.95,1.205,0,432.77135,921.5184199261756
2008-04-25T03:00:00Z,2008-04-25T10:55:07Z,31.12,1301.2,1.39,0,615.4676,1046.1271277148421
2008-04-25T04:00:00Z,2008-04-25T11:55:07Z,31.32,1373.7,1.575,0,649.7601,1091.2252239278666
2008-04-25T05:00:00Z,2008-04-25T12:55:07Z,30.51,757.45,1.485,0,358.27385,1053.7386939548949
2008-04-25T06:00:00Z,2008-04-25T13:55:07Z,29.9,396.2,0.65,0,187.40259999999998,936.2228293263419
2008-04-25T07:00:00Z,2008-04-25T14:55:07Z,29.3,258.7,0.375,0,122.36509999999998,746.688039539531
2008-04-25T08:00:00Z,2008-04-25T15:55:07Z,27.915,103.7,0,0,49.0501,498.05382165815706
2008-04-25T09:00:00Z,2008-04-25T16:55:07Z,25.37,11.2,0,0,5.297599999999999,207.26810823883363
2008-04-25T10:00:00Z,2008-04-25T17:55:07Z,23.82,1.2,0,0,0.5676,0
2008-04-25T11:00:00Z,2008-04-25T18:55:07Z,22.67,1.2,0,0,0.5676,0
2008-04-25T12:00:00Z,2008-04-25T19:55:07Z,21.9,1.2,0,0,0.5676,0
2008-04-25T13:00:00Z,2008-04-25T20:55:07Z,21.52,1.2,0,0,0.5676,0
2008-04-25T14:00:00Z,2008-04-25T21:55:07Z,20.57,1.2,0,0,0.5676,0
2008-04-25T15:00:00Z,2008-04-25T22:55:07Z,19.615,1.2,0,0,0.5676,0
2008-04-25T16:00:00Z,2008-04-25T23:55:07Z,19.04,1.2,0,0,0.5676,0
2008-04-25T17:00:00Z,2008-04-26T00:55:16Z,19.04,1.2,0.095,0,0.5676,0
2008-04-25T18:00:00Z,2008-04-26T01:55:16Z,18.47,1.2,0,0,0.5676,0
2008-04-25T19:00:00Z,2008-04-26T02:55:16Z,18.28,1.2,0,0,0.5676,0
2008-04-25T20:00:00Z,2008-04-26T03:55:16Z,18.09,1.2,0,0,0.5676,0
2008-04-25T21:00:00Z,2008-04-26T04:55:16Z,17.71,1.2,0,0,0.5676,0
2008-04-25T22:00:00Z,2008-04-26T05:55:16Z,18.09,41.2,0,0,19.4876,0
2008-04-25T23:00:00Z,2008-04-26T06:55:16Z,19.425,208.7,0,0,98.71509999999999,177.13988205175468
2008-04-26T00:00:00Z,2008-04-26T07:55:16Z,24.015,481.2,0,0,227.6076,470.14518159211406
2008-04-26T01:00:00Z,2008-04-26T08:55:16Z,26.735,761.2,0.095,0,360.0476,722.7129863705342
2008-04-26T02:00:00Z,2008-04-26T09:55:16Z,29.5,1062.45,0.465,0,502.53884999999997,917.6274443269738
2008-04-26T03:00:00Z,2008-04-26T10:55:16Z,30.105,1077.45,0.465,0,509.63385,1041.6025703327032
2008-04-26T04:00:00Z,2008-04-26T11:55:16Z,31.32,1303.7,0.745,0,616.6501,1086.1878567306705
2008-04-26T05:00:00Z,2008-04-26T12:55:16Z,31.32,1058.7,0.925,0,500.7651,1048.344279792945
2008-04-26T06:00:00Z,2008-04-26T13:55:16Z,31.525,772.45,0.745,0,365.36885,930.651440474191
2008-04-26T07:00:00Z,2008-04-26T14:55:16Z,30.715,498.7,0.465,0,235.8851,741.1317210460475
2008-04-26T08:00:00Z,2008-04-26T15:55:16Z,28.705,71.2,0.745,0,33.6776,492.7034446691942
2008-04-26T09:00:00Z,2008-04-26T16:55:16Z,26.73,12.45,0.835,0,5.88885,202.30031326227416
2008-04-26T10:00:00Z,2008-04-26T17:55:16Z,24.785,1.2,0.185,0,0.5676,0
2008-04-26T11:00:00Z,2008-04-26T18:55:16Z,22.285,1.2,0,0,0.5676,0
2008-04-26T12:00:00Z,2008-04-26T19:55:16Z,20.57,1.2,0,0,0.5676,0
2008-04-26T13:00:00Z,2008-04-26T20:55:16Z,18.66,1.2,0,0,0.5676,0
2008-04-26T14:00:00Z,2008-04-26T21:55:16Z,17.52,1.2,0,0,0.5676,0
2008-04-26T15:00:00Z,2008-04-26T22:55:16Z,16.38,1.2,0.19,0,0.5676,0
2008-04-26T16:00:00Z,2008-04-26T23:55:16Z,15.425,1.2,0,0,0.5676,0
2008-04-26T17:00:00Z,2008-04-27T00:55:23Z,14.47,1.2,0,0,0.5676,0
2008-04-26T18:00:00Z,2008-04-27T01:55:23Z,14.09,1.2,0,0,0.5676,0
2008-04-26T19:00:00Z,2008-04-27T02:55:23Z,13.7,1.2,0,0,0.5676,0
2008-04-26T20:00:00Z,2008-04-27T03:55:23Z,13.125,1.2,0,0,0.5676,0
2008-04-26T21:00:00Z,2008-04-27T04:55:23Z,12.55,1.2,0,0,0.5676,0
2008-04-26T22:00:00Z,2008-04-27T05:55:23Z,12.74,41.2,0,0,19.4876,0
2008-04-26T23:00:00Z,2008-04-27T06:55:23Z,17.715,396.2,0,0,187.40259999999998,175.23576828900207
2008-04-27T00:00:00Z,2008-04-27T07:55:23Z,25.76,956.2,0.185,0,452.2826,467.5416736673175
2008-04-27T01:00:00Z,2008-04-27T08:55:23Z,29.705,1334.95,0.65,0,631.43135,719.4021608979114
2008-04-27T02:00:00Z,2008-04-27T09:55:23Z,30.715,1613.7,0.925,0,763.2801,913.6497905848286
2008-04-27T03:00:00Z,2008-04-27T10:55:23Z,31.93,1819.95,1.205,0,860.8363499999999,1037.044185165186
2008-04-27T04:00:00Z,2008-04-27T11:55:23Z,31.115,1026.2,0.93,0,485.3926,1081.1745200897994
2008-04-27T05:00:00Z,2008-04-27T12:55:23Z,33.17,1667.45,1.115,0,788.70385,1043.0328185458202
2008-04-27T06:00:00Z,2008-04-27T13:55:23Z,33.175,1496.2,1.205,0,707.7026,925.2189734109144
2008-04-27T07:00:00Z,2008-04-27T14:55:23Z,31.73,582.45,0.93,0,275.49885,735.763522627459
2008-04-27T08:00:00Z,2008-04-27T15:55:23Z,30.71,269.95,0.65,0,127.68634999999999,487.58025908103286
2008-04-27T09:00:00Z,2008-04-27T16:55:23Z,26.345,13.7,0,0,6.480099999999999,197.58598739229703
2008-04-27T10:00:00Z,2008-04-27T17:55:23Z,23.625,1.2,0,0,0.5676,0
2008-04-27T11:00:00Z,2008-04-27T18:55:23Z,25.565,1.2,0.37,0,0.5676,0
2008-04-27T12:00:00Z,2008-04-27T19:55:23Z,24.015,1.2,0.19,0,0.5676,0
2008-04-27T13:00:00Z,2008-04-27T20:55:23Z,20.95,1.2,0.095,0,0.5676,0
2008-04-27T14:00:00Z,2008-04-27T21:55:23Z,20.76,1.2,0.095,0,0.5676,0
2008-04-27T15:00:00Z,2008-04-27T22:55:23Z,22.475,1.2,0.19,0,0.5676,0
2008-04-27T16:00:00Z,2008-04-27T23:55:23Z,20.185,1.2,0.095,0,0.5676,0
2008-04-27T17:00:00Z,2008-04-28T00:55:31Z,17.71,1.2,0.095,0,0.5676,0
2008-04-27T18:00:00Z,2008-04-28T01:55:31Z,16.38,1.2,0.19,0,0.5676,0
2008-04-27T19:00:00Z,2008-04-28T02:55:31Z,15.425,1.2,0.095,0,0.5676,0
2008-04-27T20:00:00Z,2008-04-28T03:55:31Z,14.28,1.2,0,0,0.5676,0
2008-04-27T21:00:00Z,2008-04-28T04:55:31Z,13.51,1.2,0,0,0.5676,0
2008-04-27T22:00:00Z,2008-04-28T05:55:31Z,13.32,39.95,0,0,18.89635,0
2008-04-27T23:00:00Z,2008-04-28T06:55:31Z,19.81,374.95,0.095,0,177.35135,173.40549166104415
2008-04-28T00:00:00Z,2008-04-28T07:55:31Z,26.54,951.2,0.465,0,449.9176,465.0057119534736
2008-04-28T01:00:00Z,2008-04-28T08:55:31Z,29.105,1324.95,0.74,0,626.7013499999999,716.1507249189411
2008-04-28T02:00:00Z,2008-04-28T09:55:31Z,30.51,1588.7,0.835,0,751.4551,909.7220622753424
2008-04-28T03:00:00Z,2008-04-28T10:55:31Z,31.52,1693.7,1.115,0,801.1201,1032.5256007952362
2008-04-28T04:00:00Z,2008-04-28T11:55:31Z,32.135,1666.2,1.485,0,788.1125999999999,1076.19088993227
2008-04-28T05:00:00Z,2008-04-28T12:55:31Z,32.34,1417.45,1.39,0,670.45385,1037.7416876692012
2008-04-28T06:00:00Z,2008-04-28T13:55:31Z,31.93,1147.45,1.295,0,542.74385,919.7988168035768
2008-04-28T07:00:00Z,2008-04-28T14:55:31Z,30.71,526.2,1.11,0,248.89260000000002,730.4015156560629
2008-04-28T08:00:00Z,2008-04-28T15:55:31Z,29.705,208.7,1.115,0,98.71509999999999,482.4594612658405
2008-04-28T09:00:00Z,2008-04-28T16:55:31Z,26.93,14.95,0.375,0,7.071349999999999,192.8728170436375
2008-04-28T10:00:00Z,2008-04-28T17:55:31Z,23.44,1.2,0,0,0.5676,0
2008-04-28T11:00:00Z,2008-04-28T18:55:31Z,20.57,1.2,0,0,0.5676,0
2008-04-28T12:00:00Z,2008-04-28T19:55:31Z,18.85,1.2,0.19,0,0.5676,0
2008-04-28T13:00:00Z,2008-04-28T20:55:31Z,16.95,1.2,0.19,0,0.5676,0
2008-04-28T14:00:00Z,2008-04-28T21:55:31Z,20.38,1.2,0.465,0,0.5676,0
2008-04-28T15:00:00Z,2008-04-28T22:55:31Z,21.905,1.2,0.375,0,0.5676,0
2008-04-28T16:00:00Z,2008-04-28T23:55:31Z,18.47,1.2,0.095,0,0.5676,0
2008-04-28T17:00:00Z,2008-04-29T00:55:37Z,15.235,1.2,0.095,0,0.5676,0
2008-04-28T18:00:00Z,2008-04-29T01:55:37Z,13.51,1.2,0,0,0.5676,0
2008-04-28T19:00:00Z,2008-04-29T02:55:37Z,12.545,1.2,0,0,0.5676,0
2008-04-28T20:00:00Z,2008-04-29T03:55:37Z,11.38,1.2,0,0,0.5676,0
2008-04-28T21:00:00Z,2008-04-29T04:55:37Z,10.795,1.2,0,0,0.5676,0
2008-04-28T22:00:00Z,2008-04-29T05:55:37Z,10.405,37.45,0,0,17.71385,0
2008-04-28T23:00:00Z,2008-04-29T06:55:37Z,16.37,353.7,0,0,167.3001,171.39522243237252
2008-04-29T00:00:00Z,2008-04-29T07:55:37Z,24.79,959.95,0.19,0,454.05635,462.30977729954867
2008-04-29T01:00:00Z,2008-04-29T08:55:37Z,28.905,1332.45,1.02,0,630.24885,712.7730186204719
2008-04-29T02:00:00Z,2008-04-29T09:55:37Z,30.105,1592.45,1.575,0,753.22885,905.7131542065429
2008-04-29T03:00:00Z,2008-04-29T10:55:37Z,31.12,1713.7,1.765,0,810.5801,1027.9792431978071
2008-04-29T04:00:00Z,2008-04-29T11:55:37Z,31.52,1693.7,1.765,0,801.1201,1071.2375694308516
2008-04-29T05:00:00Z,2008-04-29T12:55:37Z,31.52,1536.2,1.575,0,726.6226,1032.5396664565988
2008-04-29T06:00:00Z,2008-04-29T13:55:37Z,31.12,1263.7,1.67,0,597.7301,914.5232780456747
2008-04-29T07:00:00Z,2008-04-29T14:55:37Z,30.715,837.45,1.575,0,396.11385,725.2325575649076
2008-04-29T08:00:00Z,2008-04-29T15:55:37Z,28.905,288.7,1.39,0,136.55509999999998,477.56976263284065
2008-04-29T09:00:00Z,2008-04-29T16:55:37Z,26.145,14.95,0.465,0,7.071349999999999,188.41581898171933
2008-04-29T10:00:00Z,2008-04-29T17:55:37Z,22.285,1.2,0,0,0.5676,0
2008-04-29T11:00:00Z,2008-04-29T18:55:37Z,19.045,1.2,0,0,0.5676,0
2008-04-29T12:00:00Z,2008-04-29T19:55:37Z,17.52,1.2,0.19,0,0.5676,0
2008-04-29T13:00:00Z,2008-04-29T20:55:37Z,16.19,1.2,0,0,0.5676,0
2008-04-29T14:00:00Z,2008-04-29T21:55:37Z,15.425,1.2,0,0,0.5676,0
2008-04-29T15:00:00Z,2008-04-29T22:55:37Z,15.425,1.2,0,0,0.5676,0
2008-04-29T16:00:00Z,2008-04-29T23:55:37Z,15.81,1.2,0,0,0.5676,0
2008-04-29T17:00:00Z,2008-04-30T00:55:44Z,15.62,1.2,0,0,0.5676,0
2008-04-29T18:00:00Z,2008-04-30T01:55:44Z,14.66,1.2,0.095,0,0.5676,0
2008-04-29T19:00:00Z,2008-04-30T02:55:44Z,14.09,1.2,0,0,0.5676,0
2008-04-29T20:00:00Z,2008-04-30T03:55:44Z,13.895,1.2,0,0,0.5676,0
2008-04-29T21:00:00Z,2008-04-30T04:55:44Z,13.125,1.2,0,0,0.5676,0
2008-04-29T22:00:00Z,2008-04-30T05:55:44Z,13.125,51.2,0,0,24.2176,0
2008-04-29T23:00:00Z,2008-04-30T06:55:44Z,NA,NA,NA,NA,NA,169.46008454184084
2008-04-29T23:00:01Z,2008-04-30T06:55:45Z,17.905,311.2,0.095,0,147.1976,169.54453351641837
2008-04-30T00:00:00Z,2008-04-30T07:55:44Z,NA,NA,NA,NA,NA,459.68386142863966
2008-04-30T00:00:01Z,2008-04-30T07:55:45Z,22.285,616.2,0.555,0,291.4626,459.75972339125656
2008-04-30T01:00:00Z,2008-04-30T08:55:44Z,NA,NA,NA,NA,NA,709.4582644923537
2008-04-30T01:00:01Z,2008-04-30T08:55:45Z,24.21,1031.2,0.835,0,487.7576,709.5203686847752
2008-04-30T02:00:00Z,2008-04-30T09:55:44Z,NA,NA,NA,NA,NA,901.758661282028
2008-04-30T02:00:01Z,2008-04-30T09:55:45Z,26.34,1422.45,1.02,0,672.81885,901.8027746841584
2008-04-30T03:00:00Z,2008-04-30T10:55:44Z,NA,NA,NA,NA,NA,1023.4778765097445
2008-04-30T03:00:01Z,2008-04-30T10:55:45Z,28.505,1501.2,0.835,0,710.0676,1023.500992361123
2008-04-30T04:00:00Z,2008-04-30T11:55:44Z,NA,NA,NA,NA,NA,1066.319571324142
2008-04-30T04:00:01Z,2008-04-30T11:55:45Z,28.505,1312.45,0.74,0,620.78885,1066.3201140627532
2008-04-30T05:00:00Z,2008-04-30T12:55:44Z,NA,NA,NA,NA,NA,1027.3637136434068
2008-04-30T05:00:01Z,2008-04-30T12:55:45Z,28.9,938.7,0.65,0,444.0051,1027.3416462934626
2008-04-30T06:00:00Z,2008-04-30T13:55:44Z,NA,NA,NA,NA,NA,909.2655979974452
2008-04-30T06:00:01Z,2008-04-30T13:55:45Z,28.7,558.7,0.56,0,264.2651,909.2224246869172
2008-04-30T07:00:00Z,2008-04-30T14:55:44Z,NA,NA,NA,NA,NA,720.0748507190909
2008-04-30T07:00:01Z,2008-04-30T14:55:45Z,28.31,343.7,0.375,0,162.5701,720.0135141556458
2008-04-30T08:00:00Z,2008-04-30T15:55:44Z,NA,NA,NA,NA,NA,472.6867581509872
2008-04-30T08:00:01Z,2008-04-30T15:55:45Z,27.32,111.2,0,0,52.5976,472.6114390446367
2008-04-30T09:00:00Z,2008-04-30T16:55:44Z,NA,NA,NA,NA,NA,183.96331632784256
2008-04-30T09:00:01Z,2008-04-30T16:55:45Z,24.98,8.7,1.39,0,4.115099999999999,183.87914843191263
2008-04-30T10:00:00Z,2008-04-30T17:55:44Z,NA,NA,NA,NA,NA,0
2008-04-30T10:00:01Z,2008-04-30T17:55:45Z,23.82,1.2,0.56,0,0.5676,0
2008-04-30T11:00:00Z,2008-04-30T18:55:44Z,NA,NA,NA,NA,NA,0
2008-04-30T11:00:01Z,2008-04-30T18:55:45Z,22.475,1.2,0.835,0,0.5676,0
2008-04-30T12:00:00Z,2008-04-30T19:55:44Z,NA,NA,NA,NA,NA,0
2008-04-30T12:00:01Z,2008-04-30T19:55:45Z,21.71,1.2,0.465,0,0.5676,0
2008-04-30T13:00:00Z,2008-04-30T20:55:44Z,NA,NA,NA,NA,NA,0
2008-04-30T13:00:01Z,2008-04-30T20:55:45Z,20.38,1.2,0.095,0,0.5676,0
2008-04-30T14:00:00Z,2008-04-30T21:55:44Z,NA,NA,NA,NA,NA,0
2008-04-30T14:00:01Z,2008-04-30T21:55:45Z,18.85,1.2,0,0,0.5676,0
2008-04-30T15:00:00Z,2008-04-30T22:55:44Z,NA,NA,NA,NA,NA,0
2008-04-30T15:00:01Z,2008-04-30T22:55:45Z,18.28,1.2,0,0,0.5676,0
2008-04-30T16:00:00Z,2008-04-30T23:55:44Z,NA,NA,NA,NA,NA,0
2008-04-30T16:00:01Z,2008-04-30T23:55:45Z,17.33,1.2,0,0,0.5676,0
2008-04-30T17:00:00Z,2008-05-01T00:55:49Z,NA,NA,NA,NA,NA,0
2008-04-30T17:00:01Z,2008-05-01T00:55:50Z,16.76,1.2,0,0,0.5676,0
2008-04-30T18:00:00Z,2008-05-01T01:55:49Z,NA,NA,NA,NA,NA,0
2008-04-30T18:00:01Z,2008-05-01T01:55:50Z,16.95,1.2,0,0,0.5676,0
2008-04-30T19:00:00Z,2008-05-01T02:55:49Z,NA,NA,NA,NA,NA,0
2008-04-30T19:00:01Z,2008-05-01T02:55:50Z,17.52,1.2,0,0,0.5676,0
2008-04-30T20:00:00Z,2008-05-01T03:55:49Z,NA,NA,NA,NA,NA,0
2008-04-30T20:00:01Z,2008-05-01T03:55:50Z,17.52,1.2,0.19,0,0.5676,0
2008-04-30T21:00:00Z,2008-05-01T04:55:49Z,NA,NA,NA,NA,NA,0
2008-04-30T21:00:01Z,2008-05-01T04:55:50Z,16.76,1.2,0.095,0,0.5676,0
2008-04-30T22:00:00Z,2008-05-01T05:55:49Z,NA,NA,NA,NA,NA,0
2008-04-30T22:00:01Z,2008-05-01T05:55:50Z,16.76,58.7,0,0,27.7651,0
2008-04-30T23:00:00Z,2008-05-01T06:55:49Z,NA,NA,NA,NA,NA,167.3474758645833
2008-04-30T23:00:01Z,2008-05-01T06:55:50Z,19.805,267.45,0,0,126.50384999999999,167.4317409712375
2008-05-01T00:00:00Z,2008-05-01T07:55:49Z,NA,NA,NA,NA,NA,456.9016948249189
2008-05-01T00:00:01Z,2008-05-01T07:55:50Z,22.67,364.95,0.555,0,172.62134999999998,456.97737081706583
2008-05-01T01:00:00Z,2008-05-01T08:55:49Z,NA,NA,NA,NA,NA,706.021986832517
2008-05-01T01:00:01Z,2008-05-01T08:55:50Z,23.63,452.45,0.835,0,214.00885,706.083915691454
2008-05-01T02:00:00Z,2008-05-01T09:55:49Z,NA,NA,NA,NA,NA,897.7285138798553
2008-05-01T02:00:01Z,2008-05-01T09:55:50Z,23.625,614.95,1.205,0,290.87135,897.7724745885547
2008-05-01T03:00:00Z,2008-05-01T10:55:49Z,NA,NA,NA,NA,NA,1018.954740931998
2008-05-01T03:00:01Z,2008-05-01T10:55:50Z,24.595,709.95,1.115,0,335.80635,1018.9777371748102
2008-05-01T04:00:00Z,2008-05-01T11:55:49Z,NA,NA,NA,NA,NA,1061.438034057806
2008-05-01T04:00:01Z,2008-05-01T11:55:50Z,26.34,1524.95,1.575,0,721.30135,1061.4384984447918
2008-05-01T05:00:00Z,2008-05-01T12:55:49Z,NA,NA,NA,NA,NA,1022.2828263645845
2008-05-01T05:00:01Z,2008-05-01T12:55:50Z,26.34,749.95,1.11,0,354.72635,1022.2607272610026
2008-05-01T06:00:00Z,2008-05-01T13:55:49Z,NA,NA,NA,NA,NA,904.1579677398579
2008-05-01T06:00:01Z,2008-05-01T13:55:50Z,26.73,717.45,0.925,0,339.35385,904.1148114195561
2008-05-01T07:00:00Z,2008-05-01T14:55:49Z,NA,NA,NA,NA,NA,715.1148082524045
2008-05-01T07:00:01Z,2008-05-01T14:55:50Z,26.34,376.2,0.74,0,177.9426,715.0535362287227
2008-05-01T08:00:00Z,2008-05-01T15:55:49Z,NA,NA,NA,NA,NA,468.03841556654623
2008-05-01T08:00:01Z,2008-05-01T15:55:50Z,25.56,159.95,0.465,0,75.65634999999999,467.9632040988062
2008-05-01T09:00:00Z,2008-05-01T16:55:49Z,NA,NA,NA,NA,NA,179.7693319281415
2008-05-01T09:00:01Z,2008-05-01T16:55:50Z,23.63,9.95,0.095,0,4.70635,179.6853073696128
2008-05-01T10:00:00Z,2008-05-01T17:55:49Z,NA,NA,NA,NA,NA,0
2008-05-01T10:00:01Z,2008-05-01T17:55:50Z,20.95,1.2,0,0,0.5676,0
2008-05-01T11:00:00Z,2008-05-01T18:55:49Z,NA,NA,NA,NA,NA,0
2008-05-01T11:00:01Z,2008-05-01T18:55:50Z,19.425,1.2,0,0,0.5676,0
2008-05-01T12:00:00Z,2008-05-01T19:55:49Z,NA,NA,NA,NA,NA,0
2008-05-01T12:00:01Z,2008-05-01T19:55:50Z,19.04,1.2,0,0,0.5676,0
2008-05-01T13:00:00Z,2008-05-01T20:55:49Z,NA,NA,NA,NA,NA,0
2008-05-01T13:00:01Z,2008-05-01T20:55:50Z,20,1.2,0,0,0.5676,0
2008-05-01T14:00:00Z,2008-05-01T21:55:49Z,NA,NA,NA,NA,NA,0
2008-05-01T14:00:01Z,2008-05-01T21:55:50Z,18.85,1.2,0,0,0.5676,0
2008-05-01T15:00:00Z,2008-05-01T22:55:49Z,NA,NA,NA,NA,NA,0
2008-05-01T15:00:01Z,2008-05-01T22:55:50Z,17.52,1.2,0,0,0.5676,0
2008-05-01T16:00:00Z,2008-05-01T23:55:49Z,NA,NA,NA,NA,NA,0
2008-05-01T16:00:01Z,2008-05-01T23:55:50Z,17.14,1.2,0,0,0.5676,0
2008-05-01T17:00:00Z,2008-05-02T00:55:54Z,NA,NA,NA,NA,NA,0
2008-05-01T17:00:01Z,2008-05-02T00:55:55Z,16.38,1.2,0,0,0.5676,0
2008-05-01T18:00:00Z,2008-05-02T01:55:54Z,NA,NA,NA,NA,NA,0
2008-05-01T18:00:01Z,2008-05-02T01:55:55Z,16.57,1.2,0.095,0,0.5676,0
