TIMESTAMP,solar_TIMESTAMP,ta,rh,ppfd_in,ws,precip,swc_shallow,sw_in,vpd,ext_rad
2008-06-18T19:30:00Z,2008-06-18T21:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T20:00:00Z,2008-06-18T21:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T20:30:00Z,2008-06-18T22:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T21:00:00Z,2008-06-18T22:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T21:30:00Z,2008-06-18T23:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T22:00:00Z,2008-06-18T23:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T22:30:00Z,2008-06-19T00:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T23:00:00Z,2008-06-19T00:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T23:30:00Z,2008-06-19T01:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T00:00:00Z,2008-06-19T01:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T00:30:00Z,2008-06-19T02:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T01:00:00Z,2008-06-19T02:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T01:30:00Z,2008-06-19T03:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T02:00:00Z,2008-06-19T03:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T02:30:00Z,2008-06-19T04:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T03:00:00Z,2008-06-19T04:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T03:30:00Z,2008-06-19T05:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T04:00:00Z,2008-06-19T05:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T04:30:00Z,2008-06-19T06:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T05:00:00Z,2008-06-19T06:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T05:30:00Z,2008-06-19T07:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T06:00:00Z,2008-06-19T07:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T06:30:00Z,2008-06-19T08:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T07:00:00Z,2008-06-19T08:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T07:30:00Z,2008-06-19T09:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T08:00:00Z,2008-06-19T09:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T08:30:00Z,2008-06-19T10:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T11:00:00Z,2008-06-19T12:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T11:30:00Z,2008-06-19T13:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T12:00:00Z,2008-06-19T13:46:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-19T12:30:00Z,2008-06-19T14:16:57Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
