TIMESTAMP,solar_TIMESTAMP,AUS_CAN_ST3_ACA_Ame_Js_1,AUS_CAN_ST3_ACA_Ame_Js_2,AUS_CAN_ST3_ACA_Ame_Js_3,AUS_CAN_ST3_ACA_Ame_Js_4,AUS_CAN_ST3_ACA_Ame_Js_5,AUS_CAN_ST3_ACA_Ame_Js_6,AUS_CAN_ST3_ACA_Ame_Js_7,AUS_CAN_ST3_ACA_Ame_Js_8,AUS_CAN_ST3_ACA_Ame_Js_9,AUS_CAN_ST3_ACA_Ame_Js_10,AUS_CAN_ST3_ACA_Ame_Js_11,AUS_CAN_ST3_ACA_Ame_Js_12,AUS_CAN_ST3_ACA_Ame_Js_13,AUS_CAN_ST3_ACA_Ame_Js_14,AUS_CAN_ST3_ACA_Ame_Js_15,AUS_CAN_ST3_ACA_Ame_Js_16
2006-06-20T06:00:00Z,2006-06-20T15:54:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T06:30:00Z,2006-06-20T16:24:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T07:00:00Z,2006-06-20T16:54:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T07:30:00Z,2006-06-20T17:24:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T08:00:00Z,2006-06-20T17:54:42Z,2.45,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T08:30:00Z,2006-06-20T18:24:42Z,1.71,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T09:00:00Z,2006-06-20T18:54:42Z,1.38,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T09:30:00Z,2006-06-20T19:24:42Z,1.37,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T10:00:00Z,2006-06-20T19:54:42Z,1.79,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T10:30:00Z,2006-06-20T20:24:42Z,1.49,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T11:00:00Z,2006-06-20T20:54:42Z,1.36,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T11:30:00Z,2006-06-20T21:24:42Z,2.26,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T12:00:00Z,2006-06-20T21:54:42Z,2.64,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T12:30:00Z,2006-06-20T22:24:42Z,2.75,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T13:00:00Z,2006-06-20T22:54:42Z,1.49,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T13:30:00Z,2006-06-20T23:24:42Z,1.47,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T14:00:00Z,2006-06-20T23:54:42Z,1.51,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T14:30:00Z,2006-06-21T00:24:30Z,2.15,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T15:00:00Z,2006-06-21T00:54:30Z,1.68,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T15:30:00Z,2006-06-21T01:24:30Z,1.68,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T16:00:00Z,2006-06-21T01:54:30Z,1.54,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T16:30:00Z,2006-06-21T02:24:30Z,1.54,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T17:00:00Z,2006-06-21T02:54:30Z,1.25,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T17:30:00Z,2006-06-21T03:24:30Z,2.52,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T18:00:00Z,2006-06-21T03:54:30Z,1.18,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T18:30:00Z,2006-06-21T04:24:30Z,2.06,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T19:00:00Z,2006-06-21T04:54:30Z,2.39,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T19:30:00Z,2006-06-21T05:24:30Z,2.88,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T20:00:00Z,2006-06-21T05:54:30Z,1.35,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T20:30:00Z,2006-06-21T06:24:30Z,2.75,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T21:00:00Z,2006-06-21T06:54:30Z,1.94,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T21:30:00Z,2006-06-21T07:24:30Z,1.49,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T22:00:00Z,2006-06-21T07:54:30Z,1.41,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T22:30:00Z,2006-06-21T08:24:30Z,2.32,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T23:00:00Z,2006-06-21T08:54:30Z,1.22,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-20T23:30:00Z,2006-06-21T09:24:30Z,1.82,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T00:00:00Z,2006-06-21T09:54:30Z,1.77,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T00:30:00Z,2006-06-21T10:24:30Z,2.26,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T01:00:00Z,2006-06-21T10:54:30Z,2.71,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T01:30:00Z,2006-06-21T11:24:30Z,2.71,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T02:00:00Z,2006-06-21T11:54:30Z,3.42,7.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T02:30:00Z,2006-06-21T12:24:30Z,4.24,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T03:00:00Z,2006-06-21T12:54:30Z,3.88,7.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T03:30:00Z,2006-06-21T13:24:30Z,3.2,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T04:00:00Z,2006-06-21T13:54:30Z,3.61,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T04:30:00Z,2006-06-21T14:24:30Z,3.81,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T05:00:00Z,2006-06-21T14:54:30Z,3.3,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T05:30:00Z,2006-06-21T15:24:30Z,2.45,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T06:00:00Z,2006-06-21T15:54:30Z,2.72,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T06:30:00Z,2006-06-21T16:24:30Z,2.05,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T07:00:00Z,2006-06-21T16:54:30Z,2.35,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T07:30:00Z,2006-06-21T17:24:30Z,2.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T08:00:00Z,2006-06-21T17:54:30Z,1.41,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T08:30:00Z,2006-06-21T18:24:30Z,1.92,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T09:00:00Z,2006-06-21T18:54:30Z,1.29,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T09:30:00Z,2006-06-21T19:24:30Z,1.83,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T10:00:00Z,2006-06-21T19:54:30Z,1.51,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T10:30:00Z,2006-06-21T20:24:30Z,2.35,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T11:00:00Z,2006-06-21T20:54:30Z,1.04,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T11:30:00Z,2006-06-21T21:24:30Z,2.1,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T12:00:00Z,2006-06-21T21:54:30Z,1.22,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T12:30:00Z,2006-06-21T22:24:30Z,1.42,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T13:00:00Z,2006-06-21T22:54:30Z,2.27,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T13:30:00Z,2006-06-21T23:24:30Z,1.22,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T14:00:00Z,2006-06-21T23:54:30Z,1.18,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T14:30:00Z,2006-06-22T00:24:18Z,2.09,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T15:00:00Z,2006-06-22T00:54:18Z,1.98,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T15:30:00Z,2006-06-22T01:24:18Z,1.18,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T16:00:00Z,2006-06-22T01:54:18Z,1.33,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T16:30:00Z,2006-06-22T02:24:18Z,1.62,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T17:00:00Z,2006-06-22T02:54:18Z,1.28,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T17:30:00Z,2006-06-22T03:24:18Z,1.49,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T18:00:00Z,2006-06-22T03:54:18Z,1.49,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T18:30:00Z,2006-06-22T04:24:18Z,1.37,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T19:00:00Z,2006-06-22T04:54:18Z,2.71,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T19:30:00Z,2006-06-22T05:24:18Z,1.49,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T20:00:00Z,2006-06-22T05:54:18Z,1.49,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T20:30:00Z,2006-06-22T06:24:18Z,1.22,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T21:00:00Z,2006-06-22T06:54:18Z,1.58,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T21:30:00Z,2006-06-22T07:24:18Z,1.66,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T22:00:00Z,2006-06-22T07:54:18Z,1.19,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T22:30:00Z,2006-06-22T08:24:18Z,1.26,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T23:00:00Z,2006-06-22T08:54:18Z,1.24,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-21T23:30:00Z,2006-06-22T09:24:18Z,2.03,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T00:00:00Z,2006-06-22T09:54:18Z,1.82,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T00:30:00Z,2006-06-22T10:24:18Z,2.09,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T01:00:00Z,2006-06-22T10:54:18Z,2.63,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T01:30:00Z,2006-06-22T11:24:18Z,2.62,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T02:00:00Z,2006-06-22T11:54:18Z,3.5,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T02:30:00Z,2006-06-22T12:24:18Z,3.58,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T03:00:00Z,2006-06-22T12:54:18Z,3.69,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T03:30:00Z,2006-06-22T13:24:18Z,3.57,5.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T04:00:00Z,2006-06-22T13:54:18Z,3.87,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T04:30:00Z,2006-06-22T14:24:18Z,3.42,6.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T05:00:00Z,2006-06-22T14:54:18Z,3.61,4.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T05:30:00Z,2006-06-22T15:24:18Z,3.25,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T06:00:00Z,2006-06-22T15:54:18Z,2.77,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T06:30:00Z,2006-06-22T16:24:18Z,3.52,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T07:00:00Z,2006-06-22T16:54:18Z,2.09,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T07:30:00Z,2006-06-22T17:24:18Z,2.83,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T08:00:00Z,2006-06-22T17:54:18Z,1.83,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T08:30:00Z,2006-06-22T18:24:18Z,2.68,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T09:00:00Z,2006-06-22T18:54:18Z,1.96,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T09:30:00Z,2006-06-22T19:24:18Z,1.56,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T10:00:00Z,2006-06-22T19:54:18Z,2.1,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T10:30:00Z,2006-06-22T20:24:18Z,1.86,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T11:00:00Z,2006-06-22T20:54:18Z,2.65,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T11:30:00Z,2006-06-22T21:24:18Z,2.36,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T12:00:00Z,2006-06-22T21:54:18Z,1.62,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T12:30:00Z,2006-06-22T22:24:18Z,1.73,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T13:00:00Z,2006-06-22T22:54:18Z,1.85,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T13:30:00Z,2006-06-22T23:24:18Z,2.36,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T14:00:00Z,2006-06-22T23:54:18Z,1.3,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T14:30:00Z,2006-06-23T00:24:06Z,1.6,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T15:00:00Z,2006-06-23T00:54:06Z,2.04,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T15:30:00Z,2006-06-23T01:24:06Z,1.91,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T16:00:00Z,2006-06-23T01:54:06Z,2.07,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T16:30:00Z,2006-06-23T02:24:06Z,2.29,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T17:00:00Z,2006-06-23T02:54:06Z,1.56,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T17:30:00Z,2006-06-23T03:24:06Z,2.52,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T18:00:00Z,2006-06-23T03:54:06Z,2.57,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T18:30:00Z,2006-06-23T04:24:06Z,1.93,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T19:00:00Z,2006-06-23T04:54:06Z,1.63,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T19:30:00Z,2006-06-23T05:24:06Z,2.7,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T20:00:00Z,2006-06-23T05:54:06Z,2.39,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T20:30:00Z,2006-06-23T06:24:06Z,1.49,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T21:00:00Z,2006-06-23T06:54:06Z,2.12,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T21:30:00Z,2006-06-23T07:24:06Z,2.81,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T22:00:00Z,2006-06-23T07:54:06Z,1.83,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T22:30:00Z,2006-06-23T08:24:06Z,2.27,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T23:00:00Z,2006-06-23T08:54:06Z,2.03,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-22T23:30:00Z,2006-06-23T09:24:06Z,2.37,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T00:00:00Z,2006-06-23T09:54:06Z,2.63,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T00:30:00Z,2006-06-23T10:24:06Z,2.35,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T01:00:00Z,2006-06-23T10:54:06Z,2.02,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T01:30:00Z,2006-06-23T11:24:06Z,2.99,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T02:00:00Z,2006-06-23T11:54:06Z,3.14,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T02:30:00Z,2006-06-23T12:24:06Z,3.27,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T03:00:00Z,2006-06-23T12:54:06Z,2.33,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T03:30:00Z,2006-06-23T13:24:06Z,3.34,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T04:00:00Z,2006-06-23T13:54:06Z,3.41,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T04:30:00Z,2006-06-23T14:24:06Z,2.51,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T05:00:00Z,2006-06-23T14:54:06Z,2.3,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T05:30:00Z,2006-06-23T15:24:06Z,3.78,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T06:00:00Z,2006-06-23T15:54:06Z,3.45,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T06:30:00Z,2006-06-23T16:24:06Z,1.9,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T07:00:00Z,2006-06-23T16:54:06Z,1.59,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T07:30:00Z,2006-06-23T17:24:06Z,1.98,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T08:00:00Z,2006-06-23T17:54:06Z,1.64,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T08:30:00Z,2006-06-23T18:24:06Z,1.5,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T09:00:00Z,2006-06-23T18:54:06Z,1.66,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T09:30:00Z,2006-06-23T19:24:06Z,1.45,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T10:00:00Z,2006-06-23T19:54:06Z,1.58,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-23T10:30:00Z,2006-06-23T20:24:06Z,1.76,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
