TIMESTAMP,TIMESTAMP_solar,ta,rh,vpd,sw_in,ppfd_in,ws,precip,swc_shallow,ext_rad
1998-08-30T18:00:00Z,1998-08-30T12:41:56Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-30T19:00:00Z,1998-08-30T13:41:56Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-30T20:00:00Z,1998-08-30T14:41:56Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-30T21:00:00Z,1998-08-30T15:41:56Z,,,,,,,,,CALCULATED
1998-08-30T22:00:00Z,1998-08-30T16:41:56Z,,,,,,,,,CALCULATED
1998-08-30T23:00:00Z,1998-08-30T17:41:56Z,,,,,,,,,CALCULATED
1998-08-31T00:00:00Z,1998-08-30T18:41:56Z,,,,,,,,,CALCULATED
1998-08-31T01:00:00Z,1998-08-30T19:41:56Z,,,,,,,,,CALCULATED
1998-08-31T02:00:00Z,1998-08-30T20:41:56Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-31T03:00:00Z,1998-08-30T21:41:56Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-31T04:00:00Z,1998-08-30T22:41:56Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-31T05:00:00Z,1998-08-30T23:41:56Z,,,,,,,,,CALCULATED
1998-08-31T06:00:00Z,1998-08-31T00:42:16Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-31T07:00:00Z,1998-08-31T01:42:16Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-31T08:00:00Z,1998-08-31T02:42:16Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-31T09:00:00Z,1998-08-31T03:42:16Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-31T10:00:00Z,1998-08-31T04:42:16Z,,,,,,,,,CALCULATED
1998-08-31T11:00:00Z,1998-08-31T05:42:16Z,,,,,,,,,CALCULATED
1998-08-31T12:00:00Z,1998-08-31T06:42:16Z,,,,,,,,,CALCULATED
1998-08-31T13:00:00Z,1998-08-31T07:42:16Z,,,,,,,,,CALCULATED
1998-08-31T14:00:00Z,1998-08-31T08:42:16Z,,,,,,,,,CALCULATED
1998-08-31T15:00:00Z,1998-08-31T09:42:16Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-31T16:00:00Z,1998-08-31T10:42:16Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-31T17:00:00Z,1998-08-31T11:42:16Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-31T18:00:00Z,1998-08-31T12:42:16Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-31T19:00:00Z,1998-08-31T13:42:16Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-31T20:00:00Z,1998-08-31T14:42:16Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-31T21:00:00Z,1998-08-31T15:42:16Z,,,,,,,,,CALCULATED
1998-08-31T22:00:00Z,1998-08-31T16:42:16Z,,,,,,,,,CALCULATED
1998-08-31T23:00:00Z,1998-08-31T17:42:16Z,,,,,,,,,CALCULATED
1998-09-01T00:00:00Z,1998-08-31T18:42:16Z,,,,,,,,,CALCULATED
1998-09-01T01:00:00Z,1998-08-31T19:42:16Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-09-01T02:00:00Z,1998-08-31T20:42:16Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-09-01T03:00:00Z,1998-08-31T21:42:16Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-09-01T04:00:00Z,1998-08-31T22:42:16Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-09-01T05:00:00Z,1998-08-31T23:42:16Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-09-01T06:00:00Z,1998-09-01T00:42:37Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-09-01T07:00:00Z,1998-09-01T01:42:37Z,,,,,,,,,CALCULATED
1998-09-01T08:00:00Z,1998-09-01T02:42:37Z,,,,,,,,,CALCULATED
1998-09-01T09:00:00Z,1998-09-01T03:42:37Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-09-01T10:00:00Z,1998-09-01T04:42:37Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-09-01T11:00:00Z,1998-09-01T05:42:37Z,,,,,,,,,CALCULATED
1998-09-01T12:00:00Z,1998-09-01T06:42:37Z,,,,,,,,,CALCULATED
1998-09-01T13:00:00Z,1998-09-01T07:42:37Z,,,,,,,,,CALCULATED
1998-09-01T14:00:00Z,1998-09-01T08:42:37Z,,,,OUT_WARN,,,,,CALCULATED
1998-09-01T15:00:00Z,1998-09-01T09:42:37Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-09-01T16:00:00Z,1998-09-01T10:42:37Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-09-01T17:00:00Z,1998-09-01T11:42:37Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
